Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
1917,DataTech Solutions,Display,All Ages,60 days,Email,0.13,18134.0,2.84,Miami,German,566,9921,10,Foodies,2021-04-02
1918,Alpha Innovations,Email,Women 25-34,45 days,Facebook,0.02,18458.0,7.78,Houston,French,235,9771,1,Outdoor Adventurers,2021-04-03
1919,Innovate Industries,Search,Women 35-44,60 days,YouTube,0.09,9135.0,5.65,Houston,German,165,5074,3,Outdoor Adventurers,2021-04-04
1920,Innovate Industries,Email,Men 18-24,30 days,Website,0.04,15474.0,3.62,Los Angeles,Spanish,715,1239,3,Tech Enthusiasts,2021-04-05
1921,TechCorp,Social Media,Men 18-24,45 days,Instagram,0.08,10528.0,5.27,Los Angeles,French,559,3449,5,Fashionistas,2021-04-06
1922,Alpha Innovations,Email,Men 25-34,30 days,Instagram,0.01,18850.0,3.42,New York,French,692,8915,3,Fashionistas,2021-04-07
1923,DataTech Solutions,Email,Women 25-34,60 days,YouTube,0.06,6983.0,5.66,Houston,Spanish,596,2281,8,Foodies,2021-04-08
1924,DataTech Solutions,Search,Women 25-34,45 days,Facebook,0.13,15971.0,4.19,Chicago,Spanish,494,5439,7,Tech Enthusiasts,2021-04-09
1925,Alpha Innovations,Email,Men 25-34,15 days,Website,0.05,9290.0,7.2,Miami,German,992,8847,6,Health & Wellness,2021-04-10
1926,Alpha Innovations,Search,Women 35-44,30 days,Website,0.04,19632.0,6.15,Miami,French,721,8225,8,Health & Wellness,2021-04-11
1927,Alpha Innovations,Display,Men 18-24,45 days,YouTube,0.1,7432.0,7.38,Miami,Spanish,731,2499,10,Outdoor Adventurers,2021-04-12
1928,Innovate Industries,Social Media,Women 25-34,60 days,Google Ads,0.09,5758.0,5.97,Houston,Mandarin,467,5205,2,Foodies,2021-04-13
1929,DataTech Solutions,Display,Women 25-34,60 days,Facebook,0.12,13458.0,7.7,Miami,English,572,8542,8,Tech Enthusiasts,2021-04-14
1930,Innovate Industries,Social Media,Women 25-34,15 days,Email,0.1,13006.0,6.22,Miami,French,456,7129,9,Health & Wellness,2021-04-15
1931,Alpha Innovations,Social Media,Women 25-34,60 days,Facebook,0.15,12930.0,4.09,Houston,Mandarin,259,3531,1,Outdoor Adventurers,2021-04-16
1932,Innovate Industries,Display,Men 18-24,45 days,Website,0.12,18200.0,7.38,Miami,German,951,2432,7,Tech Enthusiasts,2021-04-17
1933,TechCorp,Search,Men 25-34,15 days,YouTube,0.07,9929.0,7.87,New York,English,928,3257,5,Outdoor Adventurers,2021-04-18
1934,TechCorp,Influencer,Men 25-34,30 days,Email,0.13,18792.0,7.96,Miami,Spanish,285,1214,7,Foodies,2021-04-19
1935,TechCorp,Display,Men 25-34,30 days,YouTube,0.1,19698.0,5.21,Chicago,English,668,4367,5,Outdoor Adventurers,2021-04-20
1936,Alpha Innovations,Social Media,Women 25-34,60 days,YouTube,0.02,12194.0,2.47,Houston,Mandarin,135,7812,5,Outdoor Adventurers,2021-04-21
1937,DataTech Solutions,Display,Women 35-44,15 days,YouTube,0.11,9406.0,7.65,Miami,Mandarin,325,3365,4,Fashionistas,2021-04-22
1938,Innovate Industries,Influencer,All Ages,45 days,YouTube,0.06,17090.0,6.77,Houston,German,210,4641,10,Foodies,2021-04-23
1939,NexGen Systems,Email,All Ages,30 days,Instagram,0.03,6398.0,7.01,Houston,Mandarin,361,2588,10,Fashionistas,2021-04-24
1940,Alpha Innovations,Display,Men 25-34,30 days,Google Ads,0.09,18254.0,5.27,Houston,Mandarin,672,2707,2,Foodies,2021-04-25
1941,Innovate Industries,Influencer,Men 25-34,15 days,Instagram,0.05,11260.0,6.06,Miami,Mandarin,995,7286,8,Outdoor Adventurers,2021-04-26
1942,TechCorp,Influencer,Men 18-24,30 days,Facebook,0.05,11160.0,5.54,Los Angeles,English,617,7744,1,Foodies,2021-04-27
1943,Innovate Industries,Social Media,Women 25-34,30 days,Website,0.1,11191.0,5.53,Chicago,French,696,6310,6,Tech Enthusiasts,2021-04-28
1944,Innovate Industries,Email,Women 35-44,60 days,Google Ads,0.11,9886.0,4.44,Chicago,English,958,5544,9,Foodies,2021-04-29
1945,Alpha Innovations,Display,Men 18-24,30 days,Email,0.1,8563.0,2.36,Miami,Spanish,395,1073,4,Foodies,2021-04-30
1946,Innovate Industries,Display,Women 35-44,45 days,Website,0.04,9937.0,6.68,Los Angeles,Spanish,461,6852,1,Fashionistas,2021-05-01
1947,Alpha Innovations,Email,Women 35-44,60 days,YouTube,0.09,10752.0,4.46,Chicago,French,305,5344,1,Fashionistas,2021-05-02
1948,NexGen Systems,Email,All Ages,30 days,Website,0.12,5192.0,2.32,Houston,Spanish,114,6501,2,Tech Enthusiasts,2021-05-03
1949,DataTech Solutions,Social Media,Men 25-34,60 days,Website,0.04,16769.0,5.02,Los Angeles,Spanish,833,7231,5,Fashionistas,2021-05-04
1950,TechCorp,Social Media,Men 18-24,45 days,Email,0.15,17959.0,6.54,Houston,Mandarin,180,7704,10,Foodies,2021-05-05
1951,TechCorp,Display,Men 18-24,45 days,YouTube,0.13,13015.0,5.54,Miami,English,940,7795,1,Health & Wellness,2021-05-06
1952,Innovate Industries,Display,Men 25-34,60 days,YouTube,0.14,5596.0,5.6,Miami,French,886,9619,3,Foodies,2021-05-07
1953,Alpha Innovations,Search,All Ages,60 days,Facebook,0.14,17637.0,7.39,Chicago,English,348,3031,8,Foodies,2021-05-08
1954,NexGen Systems,Search,All Ages,15 days,Google Ads,0.14,6445.0,2.13,Los Angeles,Mandarin,311,7855,5,Fashionistas,2021-05-09
1955,TechCorp,Search,Men 18-24,15 days,Facebook,0.02,19323.0,4.42,Miami,French,839,6033,5,Fashionistas,2021-05-10
1956,Alpha Innovations,Social Media,All Ages,30 days,Email,0.07,9661.0,7.0,New York,Spanish,916,1931,3,Outdoor Adventurers,2021-05-11
1957,DataTech Solutions,Influencer,All Ages,45 days,Instagram,0.07,19015.0,3.88,Los Angeles,Mandarin,132,6775,6,Foodies,2021-05-12
1958,TechCorp,Search,Women 25-34,45 days,Website,0.09,14210.0,4.21,Houston,English,481,4710,7,Outdoor Adventurers,2021-05-13
1959,Innovate Industries,Social Media,All Ages,30 days,Facebook,0.04,5501.0,4.69,Los Angeles,Mandarin,594,1468,9,Outdoor Adventurers,2021-05-14
1960,Innovate Industries,Email,Men 25-34,15 days,Instagram,0.09,19666.0,7.97,Miami,Spanish,785,2102,5,Foodies,2021-05-15
1961,Innovate Industries,Influencer,Men 18-24,30 days,Instagram,0.11,15130.0,2.38,Los Angeles,English,307,4925,8,Fashionistas,2021-05-16
1962,DataTech Solutions,Display,Women 35-44,60 days,Facebook,0.04,17084.0,5.61,Miami,Spanish,927,1027,1,Outdoor Adventurers,2021-05-17
1963,TechCorp,Email,Men 18-24,15 days,YouTube,0.07,11588.0,7.21,New York,Spanish,810,7767,6,Outdoor Adventurers,2021-05-18
1964,TechCorp,Search,All Ages,15 days,Instagram,0.05,6735.0,2.23,Miami,Mandarin,512,2244,1,Fashionistas,2021-05-19
1965,TechCorp,Social Media,Men 18-24,30 days,Facebook,0.06,12395.0,5.17,Chicago,Spanish,234,4202,1,Tech Enthusiasts,2021-05-20
1966,TechCorp,Display,All Ages,60 days,Facebook,0.04,17873.0,4.95,Los Angeles,Mandarin,754,3624,4,Tech Enthusiasts,2021-05-21
1967,TechCorp,Social Media,Women 35-44,60 days,Instagram,0.02,8326.0,5.08,Chicago,Spanish,664,5342,5,Fashionistas,2021-05-22
1968,TechCorp,Social Media,Women 35-44,45 days,Website,0.02,12250.0,7.23,Chicago,English,825,7094,2,Tech Enthusiasts,2021-05-23
1969,TechCorp,Display,Men 25-34,15 days,Email,0.1,18137.0,7.56,New York,French,263,5417,9,Fashionistas,2021-05-24
1970,TechCorp,Influencer,Women 35-44,30 days,Website,0.12,8762.0,6.61,Chicago,German,837,9719,3,Foodies,2021-05-25
1971,NexGen Systems,Influencer,Men 18-24,30 days,YouTube,0.02,10154.0,7.91,Houston,Spanish,106,1386,7,Health & Wellness,2021-05-26
1972,Alpha Innovations,Search,All Ages,30 days,Google Ads,0.02,15941.0,3.86,Miami,English,390,3698,10,Outdoor Adventurers,2021-05-27
1973,TechCorp,Display,Men 18-24,60 days,Email,0.03,5111.0,7.26,Los Angeles,Spanish,947,2774,8,Fashionistas,2021-05-28
1974,Innovate Industries,Social Media,Women 35-44,30 days,YouTube,0.07,14137.0,4.06,Chicago,Spanish,707,9563,7,Outdoor Adventurers,2021-05-29
1975,DataTech Solutions,Social Media,Women 35-44,45 days,Google Ads,0.11,15634.0,7.95,Houston,French,728,7449,2,Health & Wellness,2021-05-30
1976,TechCorp,Display,Men 25-34,60 days,Facebook,0.12,7595.0,3.53,Houston,English,857,3474,4,Tech Enthusiasts,2021-05-31
1977,DataTech Solutions,Social Media,Women 35-44,15 days,YouTube,0.07,9998.0,4.5,Miami,French,807,8839,3,Fashionistas,2021-06-01
1978,Innovate Industries,Email,All Ages,30 days,YouTube,0.02,11372.0,6.61,Los Angeles,Spanish,107,5432,9,Foodies,2021-06-02
1979,NexGen Systems,Email,Women 35-44,30 days,Email,0.03,5072.0,5.71,Los Angeles,Mandarin,359,9864,4,Foodies,2021-06-03
1980,DataTech Solutions,Social Media,Women 25-34,30 days,Website,0.09,12757.0,3.61,New York,Spanish,145,4500,7,Tech Enthusiasts,2021-06-04
1981,NexGen Systems,Social Media,Women 25-34,30 days,Instagram,0.11,19812.0,4.99,Chicago,Spanish,762,8773,8,Tech Enthusiasts,2021-06-05
1982,Alpha Innovations,Search,All Ages,15 days,Website,0.1,13079.0,4.07,Chicago,Spanish,319,4170,1,Tech Enthusiasts,2021-06-06
1983,NexGen Systems,Search,All Ages,45 days,Email,0.14,10012.0,3.64,Los Angeles,German,600,7646,2,Tech Enthusiasts,2021-06-07
1984,DataTech Solutions,Display,Men 18-24,30 days,Website,0.13,17619.0,6.91,New York,German,936,3743,1,Fashionistas,2021-06-08
1985,DataTech Solutions,Display,Women 35-44,15 days,Facebook,0.08,9576.0,4.28,Chicago,Mandarin,342,4809,10,Health & Wellness,2021-06-09
1986,Innovate Industries,Search,Women 35-44,15 days,Google Ads,0.02,11378.0,6.13,Miami,English,915,3573,4,Outdoor Adventurers,2021-06-10
1987,Innovate Industries,Email,Women 35-44,45 days,Website,0.14,5783.0,5.49,Houston,Spanish,416,3320,5,Fashionistas,2021-06-11
1988,Innovate Industries,Display,All Ages,30 days,Facebook,0.08,5692.0,5.44,Houston,German,506,2571,9,Outdoor Adventurers,2021-06-12
1989,TechCorp,Display,Women 25-34,15 days,Email,0.09,15201.0,4.18,Los Angeles,Spanish,410,5683,4,Tech Enthusiasts,2021-06-13
1990,Innovate Industries,Search,Women 35-44,15 days,Google Ads,0.04,15276.0,4.82,Chicago,French,228,6572,6,Outdoor Adventurers,2021-06-14
1991,Innovate Industries,Search,Women 25-34,15 days,Google Ads,0.07,9955.0,6.98,New York,Mandarin,499,8707,7,Foodies,2021-06-15
1992,Innovate Industries,Influencer,Men 25-34,60 days,Facebook,0.12,11417.0,4.21,Houston,French,409,8683,10,Foodies,2021-06-16
1993,Alpha Innovations,Social Media,All Ages,15 days,Email,0.12,9579.0,2.16,Chicago,German,761,8879,8,Outdoor Adventurers,2021-06-17
1994,TechCorp,Influencer,All Ages,60 days,Google Ads,0.1,6488.0,7.83,Chicago,Mandarin,409,3801,6,Health & Wellness,2021-06-18
1995,NexGen Systems,Search,Men 18-24,30 days,Google Ads,0.15,9431.0,7.37,Houston,French,723,1275,10,Foodies,2021-06-19
1996,Alpha Innovations,Email,Women 35-44,15 days,Email,0.06,18870.0,7.72,Los Angeles,English,726,1942,8,Foodies,2021-06-20
1997,DataTech Solutions,Search,Men 25-34,60 days,YouTube,0.07,12584.0,7.55,Houston,German,545,1649,5,Outdoor Adventurers,2021-06-21
1998,Innovate Industries,Influencer,All Ages,45 days,Instagram,0.04,10435.0,7.25,Houston,Mandarin,140,6670,2,Outdoor Adventurers,2021-06-22
1999,DataTech Solutions,Social Media,Women 35-44,45 days,Instagram,0.12,10262.0,7.65,New York,English,337,8155,8,Foodies,2021-06-23
2000,NexGen Systems,Search,All Ages,30 days,Website,0.06,9122.0,4.61,New York,German,830,3743,6,Outdoor Adventurers,2021-06-24
2001,NexGen Systems,Influencer,Men 25-34,45 days,Facebook,0.09,19778.0,4.67,New York,Mandarin,534,7863,1,Tech Enthusiasts,2021-06-25
2002,Innovate Industries,Display,Men 18-24,30 days,Email,0.04,11500.0,6.32,Houston,Mandarin,108,8441,8,Tech Enthusiasts,2021-06-26
2003,DataTech Solutions,Search,All Ages,30 days,YouTube,0.13,17916.0,6.04,New York,German,797,9976,2,Fashionistas,2021-06-27
2004,NexGen Systems,Email,Women 35-44,30 days,Facebook,0.09,10360.0,4.64,Chicago,Spanish,969,2892,7,Fashionistas,2021-06-28
2005,Innovate Industries,Email,Women 25-34,15 days,YouTube,0.1,10102.0,2.48,Houston,English,168,4008,1,Health & Wellness,2021-06-29
2006,NexGen Systems,Email,Men 25-34,60 days,Website,0.06,16455.0,7.48,Houston,Mandarin,200,2518,3,Foodies,2021-06-30
2007,Alpha Innovations,Search,Women 35-44,60 days,Google Ads,0.08,17265.0,5.11,Miami,Spanish,522,2388,1,Health & Wellness,2021-07-01
2008,Alpha Innovations,Email,Men 25-34,15 days,Email,0.03,17293.0,4.77,Los Angeles,German,373,7151,10,Tech Enthusiasts,2021-07-02
2009,Innovate Industries,Search,Men 18-24,60 days,Email,0.11,19824.0,6.57,Miami,Spanish,664,3343,5,Tech Enthusiasts,2021-07-03
2010,Innovate Industries,Influencer,Women 25-34,15 days,Google Ads,0.11,5627.0,5.88,New York,Spanish,591,2805,1,Foodies,2021-07-04
2011,NexGen Systems,Influencer,Women 35-44,30 days,YouTube,0.01,14290.0,5.8,Houston,Mandarin,433,9524,6,Tech Enthusiasts,2021-07-05
2012,DataTech Solutions,Search,Men 25-34,60 days,Instagram,0.03,12900.0,7.21,Houston,French,567,3054,1,Fashionistas,2021-07-06
2013,TechCorp,Display,Women 25-34,30 days,YouTube,0.1,18651.0,5.34,Los Angeles,French,960,5699,10,Tech Enthusiasts,2021-07-07
2014,NexGen Systems,Search,Women 25-34,60 days,Email,0.03,9427.0,3.89,New York,Mandarin,393,4582,1,Foodies,2021-07-08
2015,NexGen Systems,Display,Women 35-44,15 days,Instagram,0.12,16476.0,2.45,Los Angeles,Spanish,629,5619,5,Outdoor Adventurers,2021-07-09
2016,TechCorp,Email,All Ages,15 days,Instagram,0.1,8318.0,2.75,New York,Spanish,188,9719,10,Fashionistas,2021-07-10
2017,Alpha Innovations,Social Media,Men 18-24,15 days,Email,0.12,9884.0,3.63,Miami,Mandarin,666,5225,3,Foodies,2021-07-11
2018,DataTech Solutions,Social Media,All Ages,60 days,Website,0.11,8581.0,3.16,Chicago,German,778,3144,8,Health & Wellness,2021-07-12
2019,TechCorp,Search,All Ages,30 days,Instagram,0.06,17673.0,6.49,New York,Spanish,101,4017,5,Outdoor Adventurers,2021-07-13
2020,DataTech Solutions,Display,All Ages,30 days,Email,0.02,8484.0,5.23,Miami,English,834,3736,5,Outdoor Adventurers,2021-07-14
2021,NexGen Systems,Social Media,Men 25-34,15 days,Google Ads,0.13,10397.0,4.57,Los Angeles,German,761,5660,8,Outdoor Adventurers,2021-07-15
2022,DataTech Solutions,Influencer,Women 35-44,30 days,Google Ads,0.06,14629.0,4.66,Los Angeles,German,913,7405,7,Health & Wellness,2021-07-16
2023,DataTech Solutions,Social Media,Men 18-24,30 days,Email,0.07,18769.0,4.89,Chicago,French,791,2882,5,Outdoor Adventurers,2021-07-17
2024,NexGen Systems,Influencer,Men 18-24,15 days,Google Ads,0.03,5162.0,6.56,Houston,French,649,2517,6,Health & Wellness,2021-07-18
2025,Innovate Industries,Influencer,Men 18-24,15 days,YouTube,0.12,18000.0,5.44,Chicago,French,241,4717,8,Tech Enthusiasts,2021-07-19
2026,Innovate Industries,Social Media,Women 35-44,15 days,Google Ads,0.09,11930.0,7.48,New York,German,857,6242,10,Outdoor Adventurers,2021-07-20
2027,DataTech Solutions,Social Media,All Ages,45 days,YouTube,0.03,6511.0,6.54,Los Angeles,Mandarin,398,4014,6,Outdoor Adventurers,2021-07-21
2028,Alpha Innovations,Search,Women 25-34,45 days,Website,0.01,12425.0,4.56,New York,Spanish,102,3183,8,Foodies,2021-07-22
2029,Innovate Industries,Social Media,Men 25-34,30 days,YouTube,0.13,15257.0,7.05,Los Angeles,Spanish,208,4255,4,Foodies,2021-07-23
2030,Alpha Innovations,Influencer,Men 25-34,30 days,Google Ads,0.1,7593.0,5.37,Chicago,Mandarin,931,5759,5,Foodies,2021-07-24
2031,Innovate Industries,Display,Women 25-34,45 days,Email,0.03,12608.0,2.26,Miami,Mandarin,665,2646,5,Fashionistas,2021-07-25
2032,DataTech Solutions,Display,Men 18-24,15 days,YouTube,0.08,6634.0,3.35,Houston,Mandarin,235,6997,10,Health & Wellness,2021-07-26
2033,Innovate Industries,Email,Women 35-44,60 days,Website,0.02,8178.0,5.42,New York,Mandarin,544,5323,9,Fashionistas,2021-07-27
2034,DataTech Solutions,Social Media,Women 35-44,15 days,Instagram,0.04,19677.0,2.95,New York,Mandarin,225,5679,4,Outdoor Adventurers,2021-07-28
2035,TechCorp,Email,Women 25-34,60 days,YouTube,0.13,6184.0,4.36,New York,French,746,6281,3,Tech Enthusiasts,2021-07-29
2036,NexGen Systems,Search,Men 25-34,45 days,Email,0.08,10039.0,7.96,Los Angeles,French,337,7572,5,Outdoor Adventurers,2021-07-30
2037,DataTech Solutions,Display,Men 25-34,45 days,Instagram,0.09,8663.0,6.25,Chicago,Spanish,139,9712,7,Foodies,2021-07-31
2038,DataTech Solutions,Influencer,Women 35-44,30 days,Instagram,0.07,8197.0,2.26,Houston,English,473,4825,1,Fashionistas,2021-08-01
2039,TechCorp,Display,Women 35-44,60 days,Email,0.06,18231.0,2.6,New York,English,449,4061,2,Tech Enthusiasts,2021-08-02
2040,Innovate Industries,Influencer,Men 18-24,15 days,Website,0.14,7450.0,2.95,New York,Mandarin,748,6084,10,Foodies,2021-08-03
2041,TechCorp,Search,Women 35-44,45 days,Website,0.07,15095.0,6.76,Chicago,French,425,5051,1,Tech Enthusiasts,2021-08-04
2042,NexGen Systems,Social Media,Men 18-24,15 days,Website,0.02,18109.0,2.36,Houston,English,881,6087,10,Health & Wellness,2021-08-05
2043,Innovate Industries,Email,Women 25-34,30 days,Facebook,0.14,8213.0,7.24,New York,Mandarin,457,6784,4,Tech Enthusiasts,2021-08-06
2044,Alpha Innovations,Email,Men 18-24,60 days,YouTube,0.04,10691.0,7.12,New York,French,483,7117,9,Health & Wellness,2021-08-07
2045,TechCorp,Social Media,Women 25-34,60 days,Facebook,0.05,6026.0,5.21,Chicago,Spanish,495,3000,9,Tech Enthusiasts,2021-08-08
2046,TechCorp,Influencer,Women 35-44,15 days,Website,0.11,11746.0,7.39,Houston,Spanish,200,6729,8,Fashionistas,2021-08-09
2047,Innovate Industries,Search,Women 35-44,15 days,Email,0.07,19764.0,2.88,Miami,Mandarin,399,4829,3,Tech Enthusiasts,2021-08-10
2048,Innovate Industries,Search,Men 25-34,60 days,Email,0.03,16537.0,3.76,Los Angeles,French,382,3692,2,Fashionistas,2021-08-11
2049,NexGen Systems,Display,Men 25-34,60 days,Instagram,0.14,16552.0,6.0,Houston,English,399,6352,2,Tech Enthusiasts,2021-08-12
2050,Alpha Innovations,Influencer,Women 35-44,45 days,Facebook,0.04,15255.0,2.51,Chicago,Spanish,637,1916,7,Fashionistas,2021-08-13
2051,Innovate Industries,Display,Women 25-34,15 days,Facebook,0.07,19264.0,4.55,New York,Spanish,813,2434,6,Foodies,2021-08-14
2052,TechCorp,Search,All Ages,15 days,YouTube,0.15,6935.0,3.81,New York,Spanish,206,5707,1,Fashionistas,2021-08-15
2053,DataTech Solutions,Social Media,All Ages,15 days,Google Ads,0.08,14963.0,2.09,New York,German,135,7505,4,Tech Enthusiasts,2021-08-16
2054,Innovate Industries,Search,All Ages,30 days,Google Ads,0.13,18789.0,5.55,Los Angeles,English,805,8081,3,Health & Wellness,2021-08-17
2055,Innovate Industries,Influencer,Men 25-34,30 days,Email,0.08,16781.0,2.2,Los Angeles,French,563,5553,4,Fashionistas,2021-08-18
2056,TechCorp,Display,Women 35-44,30 days,Email,0.09,12704.0,3.76,Los Angeles,German,116,6691,9,Outdoor Adventurers,2021-08-19
2057,NexGen Systems,Display,Women 35-44,15 days,Instagram,0.05,18813.0,7.04,New York,French,614,2060,6,Fashionistas,2021-08-20
2058,DataTech Solutions,Display,All Ages,30 days,Email,0.02,9860.0,5.75,Miami,Spanish,544,4319,5,Tech Enthusiasts,2021-08-21
2059,Innovate Industries,Influencer,Men 25-34,45 days,Instagram,0.14,15283.0,2.07,Houston,German,198,6145,3,Health & Wellness,2021-08-22
2060,Alpha Innovations,Search,All Ages,45 days,Google Ads,0.05,9803.0,4.0,Chicago,French,488,4669,8,Outdoor Adventurers,2021-08-23
2061,DataTech Solutions,Social Media,All Ages,45 days,Google Ads,0.11,5211.0,5.29,Chicago,German,870,5910,10,Foodies,2021-08-24
2062,NexGen Systems,Search,Women 35-44,60 days,YouTube,0.05,11582.0,3.71,Los Angeles,French,774,9294,6,Foodies,2021-08-25
2063,TechCorp,Email,Men 25-34,60 days,YouTube,0.12,8154.0,5.23,New York,German,370,5071,9,Outdoor Adventurers,2021-08-26
2064,Innovate Industries,Display,Women 25-34,30 days,Email,0.13,16754.0,6.23,Chicago,Mandarin,671,4846,10,Health & Wellness,2021-08-27
2065,TechCorp,Social Media,Men 18-24,15 days,Google Ads,0.13,13200.0,5.99,Chicago,French,596,3505,9,Foodies,2021-08-28
2066,Innovate Industries,Display,Men 25-34,30 days,Instagram,0.09,19319.0,4.74,Los Angeles,English,746,3050,1,Tech Enthusiasts,2021-08-29
2067,DataTech Solutions,Social Media,Women 35-44,15 days,Email,0.14,18461.0,7.52,Chicago,German,381,8686,5,Health & Wellness,2021-08-30
2068,Innovate Industries,Display,Men 18-24,60 days,Google Ads,0.04,14186.0,3.74,Houston,Mandarin,460,5624,9,Outdoor Adventurers,2021-08-31
2069,TechCorp,Search,All Ages,15 days,Instagram,0.13,9690.0,2.75,Houston,Mandarin,921,8218,10,Health & Wellness,2021-09-01
2070,NexGen Systems,Social Media,Men 18-24,60 days,Email,0.11,16856.0,3.0,Houston,French,344,9455,3,Foodies,2021-09-02
2071,DataTech Solutions,Display,Men 25-34,15 days,Email,0.13,11938.0,3.94,Chicago,English,285,8537,7,Health & Wellness,2021-09-03
2072,Alpha Innovations,Influencer,Men 18-24,60 days,Facebook,0.09,19309.0,6.52,New York,Mandarin,400,3410,10,Foodies,2021-09-04
2073,DataTech Solutions,Search,Women 35-44,15 days,Email,0.05,6188.0,6.97,New York,Mandarin,408,6051,1,Fashionistas,2021-09-05
2074,Innovate Industries,Influencer,Men 18-24,60 days,Instagram,0.02,10677.0,4.0,New York,German,779,1319,8,Foodies,2021-09-06
2075,NexGen Systems,Influencer,Women 25-34,60 days,Website,0.04,18792.0,6.86,Miami,French,197,3210,3,Foodies,2021-09-07
2076,DataTech Solutions,Social Media,Women 25-34,60 days,Email,0.04,17139.0,6.26,Los Angeles,German,970,6756,5,Tech Enthusiasts,2021-09-08
2077,DataTech Solutions,Social Media,Women 25-34,30 days,Instagram,0.03,19911.0,6.23,Los Angeles,English,307,6418,5,Outdoor Adventurers,2021-09-09
2078,Alpha Innovations,Email,Men 18-24,15 days,Instagram,0.15,12811.0,6.91,Los Angeles,English,489,6013,9,Health & Wellness,2021-09-10
2079,DataTech Solutions,Email,All Ages,60 days,Facebook,0.09,13707.0,4.48,Houston,Spanish,811,7434,10,Tech Enthusiasts,2021-09-11
2080,DataTech Solutions,Influencer,Men 18-24,15 days,Email,0.1,19839.0,4.35,Chicago,English,450,7663,7,Health & Wellness,2021-09-12
2081,DataTech Solutions,Search,Women 35-44,15 days,Google Ads,0.06,7224.0,7.77,Los Angeles,English,658,3290,6,Outdoor Adventurers,2021-09-13
2082,NexGen Systems,Email,Women 35-44,60 days,Email,0.02,16746.0,7.0,Chicago,English,119,4657,5,Foodies,2021-09-14
2083,Alpha Innovations,Social Media,Men 18-24,30 days,Website,0.08,16060.0,5.07,Los Angeles,English,790,8666,1,Fashionistas,2021-09-15
2084,NexGen Systems,Email,Men 18-24,45 days,YouTube,0.12,15397.0,2.06,Miami,French,468,5703,5,Foodies,2021-09-16
2085,DataTech Solutions,Social Media,Women 35-44,45 days,Google Ads,0.1,13593.0,6.89,New York,Spanish,674,6457,8,Foodies,2021-09-17
2086,DataTech Solutions,Display,Men 25-34,30 days,YouTube,0.05,19078.0,5.2,Miami,French,639,1026,9,Outdoor Adventurers,2021-09-18
2087,Alpha Innovations,Social Media,Men 25-34,30 days,YouTube,0.02,15734.0,4.49,Miami,Mandarin,669,7604,1,Foodies,2021-09-19
2088,NexGen Systems,Display,Men 25-34,45 days,Google Ads,0.03,18054.0,7.61,Los Angeles,French,155,8552,1,Tech Enthusiasts,2021-09-20
2089,NexGen Systems,Email,Men 25-34,60 days,Email,0.05,15878.0,2.8,Los Angeles,Mandarin,920,5440,5,Foodies,2021-09-21
2090,Innovate Industries,Display,Women 35-44,45 days,Instagram,0.04,5830.0,7.46,Miami,Spanish,749,6171,9,Outdoor Adventurers,2021-09-22
2091,DataTech Solutions,Influencer,Women 35-44,30 days,Email,0.13,5311.0,5.87,Los Angeles,French,351,2343,8,Tech Enthusiasts,2021-09-23
2092,Alpha Innovations,Social Media,Men 25-34,60 days,Website,0.11,14298.0,4.89,Los Angeles,Spanish,288,3464,7,Foodies,2021-09-24
2093,NexGen Systems,Email,Men 18-24,45 days,YouTube,0.04,15701.0,4.45,Los Angeles,Spanish,999,8554,10,Outdoor Adventurers,2021-09-25
2094,NexGen Systems,Search,Women 25-34,60 days,Google Ads,0.1,11119.0,3.63,New York,German,586,7835,10,Outdoor Adventurers,2021-09-26
2095,Innovate Industries,Influencer,Women 25-34,30 days,YouTube,0.1,6303.0,2.95,Chicago,Spanish,838,4527,1,Outdoor Adventurers,2021-09-27
2096,NexGen Systems,Display,Women 35-44,45 days,Website,0.05,5333.0,5.94,New York,German,188,9412,7,Fashionistas,2021-09-28
2097,Innovate Industries,Influencer,Women 35-44,45 days,Google Ads,0.08,9706.0,7.43,Chicago,Mandarin,568,2341,5,Foodies,2021-09-29
2098,NexGen Systems,Search,Men 25-34,15 days,Facebook,0.06,12487.0,4.81,New York,English,490,7763,9,Health & Wellness,2021-09-30
2099,Alpha Innovations,Influencer,Women 25-34,15 days,Google Ads,0.13,12188.0,5.96,Miami,English,451,9816,3,Fashionistas,2021-10-01
2100,Innovate Industries,Social Media,Men 18-24,15 days,Website,0.09,13506.0,6.24,Chicago,Spanish,968,7684,7,Foodies,2021-10-02
2101,Innovate Industries,Social Media,All Ages,45 days,Facebook,0.03,15594.0,6.26,Houston,Mandarin,436,5773,7,Fashionistas,2021-10-03
2102,NexGen Systems,Influencer,All Ages,60 days,Google Ads,0.14,14773.0,6.52,New York,Spanish,530,3050,4,Health & Wellness,2021-10-04
2103,Alpha Innovations,Display,Men 25-34,15 days,YouTube,0.03,14472.0,5.93,Houston,English,935,6863,2,Health & Wellness,2021-10-05
2104,NexGen Systems,Display,All Ages,45 days,Facebook,0.06,18423.0,4.84,Miami,Spanish,877,1710,2,Tech Enthusiasts,2021-10-06
2105,Innovate Industries,Influencer,Women 25-34,45 days,Google Ads,0.04,8905.0,4.56,Houston,French,689,6446,9,Health & Wellness,2021-10-07
